"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"Hoxne870","UNITED KINGDOM",52.353399,1.198584,"457","HOXNE","870","['Britain', 'Ivar']","VIKING WARS IN BRITAIN","VIKINGS","EAST ANGLIA",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Hoyerswerda1813","GERMANY",51.4388605,14.2536419,"SHOWALTER, P446","HOYERSWERDA","1759",NA,"SEVEN YEARS WAR","PRUSSIA","HABSBURG EMPIRE",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P446",NA,NA
"Hoyerswerda1813","GERMANY",51.4388605,14.2536419,"457","HOYERSWERDA","1813","['Berlin', 'Prussian', 'French', 'Dresden']","NAPOLEONIC WARS (WAR OF LIBERATION)","FRANCE","PRUSSIA",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P164",NA,NA
"Hsiang-t'an1854","CHINA",27.866667,112.9311443,"CLODFELTER, P228","HSIANG-T'AN","1854",NA,"TAIPING REBELLION","CHINA","TAIPING",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P228",NA,NA
"Hua-Shu1864","CHINA",31.8344,120.4608113,"CLODFELTER, P229","HUA-SHU","1864",NA,"TAIPING REBELLION","CHINA","TAIPING",NA,NA,2,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","CLODFELTER, WARFARE AND ARMED CONFLICT, P229",NA,NA
"Huachi1820","ECUADOR",-1.2728525,-78.6602676,"458","HUACHI","1820","['Ecuador', 'Huachi', 'Royalist']","ECUADORIAN WAR OF INDEPENDENCE","SPAIN","ECUADORIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huachi1821","ECUADOR",-1.2728525,-78.6602676,"458","HUACHI","1821","['Yaguachi', 'Spanish', 'Huachi', 'Ambato']","ECUADORIAN WAR OF INDEPENDENCE","SPAIN","ECUADORIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huaihai1948","CHINA",34.068333,116.6,"NA","HUAIHAI","1948","['Huaihai', 'Chinese', 'China', 'Communist', 'Nationalist', 'Xuzhou', 'Bai', 'Chongxi', 'Huaihai', 'Nationalist']","3RD CHINESE REVOLUTIONARY CIVIL WAR","CHINESE COMMUNISTS","CHINESE NATIONALISTS",NA,NA,6,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P866; THE TRAGEDY OF LIBERATION, FRANK DIKOTTER, P55",NA,NA
"Huaiqing1853","CHINA",35.2818084,111.8611745,"458","HUAIQING","1853","['Nanjing', 'Qinyang', 'Luoyang', 'Beijing', 'Shanxi']","TAIPING REBELLION","CHINA","TAIPING",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huaixi815","CHINA",23.3140214,111.0303118,"HUTCHINSON","HUAIXI","815",NA,"AN LUSHAN'S REBELLION","TANG","HUAIXI",NA,NA,3,"LAND",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARS, ""HUAIXI, BATTLE OF""",NA,NA
"Hualqui1819","CHILE",-36.9737875,-72.9368437,"458","HUALQUI","1819","[]","CHILEAN WAR OF INDEPENDENCE","CHILEAN REBELS","SPAIN",NA,NA,1,"LAND",NA,"NO",NA,NA,1
"Huamachuco1883","PERU",-7.816461,-78.0452048,"458","HUAMACHUCO","1883","['Lima', 'Peruvian', 'Chilean', 'Peruvian', 'Chileans', 'Peru']","WAR OF THE PACIFIC","CHILE","PERU",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P325",NA,NA
"Huamantla1847","MEXICO",19.3184941,-97.9233826,"458","HUAMANTLA","1847","['Mexican', 'Mexicans']","AMERICAN-MEXICAN WAR","UNITED STATES","MEXICO",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P249",NA,NA
"Huanerzhui1211","CHINA",42.4644106,106.1877288,"1211","HUANERZHUI","1211",NA,"CONQUESTS OF GENGHIS KHAN","MONGOLS","JIN, KARA KHITAI",NA,NA,4,"LAND",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARFARE, ""HUANERZUI, BATTLE OF""; ANCIENT CHINESE BATTLES, CHRIS PEERS, P167-169. LOCATION IS AT THE FOOT OF THE YEH LU MOUNTAINS, WHICH I INTERPRET AS THE YIN MOUNTAINS",NA,NA
"Huanglong1115","CHINA",32.7541745,103.8200313,"HUTCHINSON","HUANGLONG","1115",NA,NA,"JIN","KHITANS",NA,NA,5,"LAND",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARFARE, ""HUANGLONG, BATTLE OF""; HTTPS://WHC.UNESCO.ORG/EN/LIST/638/",NA,NA
"Huangqiao1940","CHINA",29.0806,114.0638113,"CLODFELTER, P367","HUANGQIAO","1940",NA,"3RD CHINESE REVOLUTIONARY CIVIL WAR","CHINESE COMMUNISTS","CHINESE NATIONALISTS",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P367",NA,NA
"Huangshachang1866","CHINA",23.600991,102.4634855,"CLODFELTER, P230","HUANGSHACHANG","1866",NA,"TAIPING REBELLION","CHINA","TAIPING",NA,NA,3,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","CLODFELTER, WARFARE AND ARMED CONFLICT, P231",NA,NA
"Huanta1814","PERU",-12.9384113,-74.2502122,"459","HUANTA","1814","['Indian', 'Huamanga', 'Indian', 'Huanta', 'Ayacucho', 'Royalist', 'Lima', 'Indians']","PERUVIAN WAR OF INDEPENDENCE","SPAIN","PERUVIAN INDIANS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huaqui1811","BOLIVIA",-16.6113528,-68.8347313,"459","HUAQUI","1811","['Suipacha', 'Upper Peru', 'Bolivia', 'Spanish', 'Bolivia', 'Spanish']","ARGENTINE WAR OF INDEPENDENCE","SPAIN","ARGENTINIAN REBELS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P560-561",NA,NA
"Huara1891","CHILE",-19.9972461,-69.7718515,"459","HUARA","1891","['Pinochet', 'San Francisco', 'Congressist', 'Pozo']","CHILEAN CIVIL WAR","CHILEAN PRESIDENTIALISTS","CHILEAN CONGRESSISTS",NA,NA,1,"LAND",NA,"NO",NA,"1",NA
"Huarina1547","BOLIVIA",-16.1931148,-68.5992403,"459","HUARINA","1547","['Spanish', 'Peru', 'Spain', 'Perus']","SPANISH CIVIL WAR IN PERU","SPANISH ROYALISTS","PIZZARISTS",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P34",NA,NA
"Huatai450","CHINA",37.635442,118.5391393,"459","HUATAI","450","['China', 'Jixian', 'Shandong']","WARS OF THE SIX DYNASTIES","WEI","SONG",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huayin211","CHINA",34.566064,110.092644,"459","HUAYIN","211","['Huayin']","WARS OF THE THREE KINGDOMS","CAO CAO","MA CHAO, HUN SUI",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huayna Pucara1572","PERU",-10.3343742,-76.5351105,"459","HUAYNA PUCARA","1572","[]","TUPAC AMARU REVOLT","SPAIN","INCA REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huazhou1850","CHINA",21.664044,110.639569,"459","HUAZHOU","1850","['Huazhou', 'Taiping', 'Chinese', 'Fengqi', 'Huazhou', 'the Penghua Range', 'Jintian']","TAIPING REBELLION","TAIPING","CHINA",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P227","1",1
"Hubbardton1777","UNITED STATES",43.7073648,-73.1845482,"460","HUBBARDTON","1777","['Hubbardton', 'Vermont', 'British', 'Bennington']","WAR OF THE AMERICAN REVOLUTION","UNITED KINGDOM","UNITED STATES",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P455",NA,NA
"Hubei1864","CHINA",31.1330989,110.0072421,"SHOWALTER, P653","HUBEI","1864",NA,"TAIPING REBELLION","CHINA","TAIPING",NA,NA,5,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P653",NA,NA
"Hudayda1934","YEMEN",14.7909118,42.9708838,"460","HUDAYDA","1934","['Saudi', 'Saudi Arabia', 'Yemen']","SAUDI-YEMENI WAR","SAUDI ARABIA","YEMEN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Hue1883","VIETNAM",16.4637117,107.5908628,"460","HUE","1883","['French', 'France', 'Hanoi', 'Hue', 'Vietnam', 'French']","FRENCH INDO-CHINA WAR","FRANCE","VIETNAM",NA,NA,1,"LAND AND SEA",NA,"NO",NA,"1",NA
"Hue1968","VIETNAM",16.4637117,107.5908628,"460","HUE","1968","['North Vietnamese', 'American', 'South Vietnamese', 'Communists']","VIETNAM WAR","UNITED STATES, SOUTH VIETNAM","VIET CONG",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P884-885. US/ARVN STRENGTH - 3 USMC BATTALIONS, 11 ARVN BATTALIONS, ONE US CAVALRY DIVISION - COMMUNISTS 'A FEW HUNDRED'",NA,NA
"Hue1975","VIETNAM",16.4637117,107.5908628,"460","HUE","1975","['South   ', 'Vietnamese']","VIETNAM WAR","NORTH VIETNAM","SOUTH VIETNAM",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huebra1812","SPAIN",40.783153,-6.1304806,"460","HUEBRA","1812","['Napoleonic', 'Anglo', 'Portuguese', 'Wellington', 'San Munoz', 'French']","NAPOLEONIC WARS (PENINSULA CAMPAIGN)","UNITED KINGDOM, PORTUGAL","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huesca1837","SPAIN",42.1361441,-0.4081109,"460","HUESCA","1837","['Spanish', 'Aragon', 'Huesca', 'Carlists', 'Barbastro']","1ST CARLIST WAR","CARLISTS","CRISTINOS, FRANCE",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P117",NA,NA
"Huhnerwasser1866","CZECHIA",50.5861899,14.8035298,"460","HUHNERWASSER","1866","['Prussian', 'Austrian', 'Austrian', 'Prussian']","SEVEN WEEKS WAR","PRUSSIA","AUSTRIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huilquipamba1840","COLOMBIA",1.2140786,-77.2925536,"461","HUILQUIPAMBA","1840","['Colombian', 'Pasto', 'Herran', 'Huilquipamba', 'Obando', 'Herran', 'Ecuadorian']","COLOMBIAN WAR OF THE SUPREME COMMANDERS","COLOMBIAN GOVERNMENT","REBEL GENERAL OBANDO",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huj1917","PALESINIAN TERRITORIES",31.5129096,34.5460556,"461","HUJ","1917","['British', 'Turkish', 'German', 'Austrian', 'Gaza', 'German', 'British', 'Turkish', 'Jerusalem']","WORLD WAR I","UNITED KINGDOM","GERMANY, AUSTRIA-HUNGARY, OTTOMAN EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Hukawng1944","CHINA",26.4999993,96.5745785,"461","HUKAWNG","1944","['Myitkyina']","WORLD WAR II","UNITED STATES, CHINA","JAPAN",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P502","1",NA
"Hulao621","CHINA",34.847215,113.1961133,"461","HULAO","621","['China']","RISE OF THE TANG DYNASTY","TANG","XIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huleiqat1948","ISRAEL",31.5934206,34.6941113,"461","HULEIQAT","1948","['Israeli', 'Jewish', 'Egyptians', 'Gaza', 'Israelis', 'Huleiqat', 'Faluja']","ISRAELI WAR OF INDEPENDENCE","ISRAEL","ARAB FORCES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Hull1643","UNITED KINGDOM",54.0377191,-1.1118007,"SHOWALTER, 2014, P386","HULL","1642",NA,"BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P386",NA,NA
"Hull1643","UNITED KINGDOM",54.0377191,-1.1118007,"SHOWALTER, 2014, P391",NA,"1643",NA,"BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P391",NA,NA
"Hulst1645","NETHERLANDS",51.2806907,4.0548869,"461","HULST","1645","['Netherlands', 'Hulst', 'Antwerp', 'Spanish']","NETHERLANDS WAR OF INDEPENDENCE","NETHERLANDS","SPAIN",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P348",NA,NA
"Humaita1868","PARAGUAY",-27.0668636,-58.5058262,"461","HUMAITA","1868","['Brazilian']","WAR OF THE TRIPLE ALLIANCE","BRAZIL","PARAGUAY",NA,NA,2,"LAND",NA,"NO","BESIEGED, PAUL K DAVIS, P249",NA,NA
"Humenne1619","SLOVAKIA",48.9437585,21.8694942,"SHOWALTER, P376","HUMENNE","1619",NA,"THIRTY YEARS' WAR","POLAND","TRANSYLVANIA",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P376",NA,NA
"Hummelshof1702","LITHUANIA",57.906389,26.053056,"462","HUMMELSHOF","1702","['Swedish', 'Livonia', 'Swedish', 'Livonia']","2ND GREAT NORTHERN WAR","RUSSIA","SWEDEN",NA,NA,2,"LAND",NA,"NO","THE FIELD AND THE FORGE: POPULATION, PRODUCTION AND POWER IN THE PRE INDUSTRIAL WEST, JOHN LANDERS, OXFORD 2003, P387",NA,NA
"Hunain630","SAUDI ARABIA",22.965427,38.82527,"462","HUNAIN","630","['Mecca', 'Muslim', 'Medina', 'Koreish', 'Mecca', 'Taif', 'Islamic']","CAMPAIGNS OF THE PROPHET MOHAMMAD","MUSLIM UMMAH","HAWAZIN TRIBES",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P116",NA,NA
"Hunan1932","CHINA",27.3682801,109.2820253,"CLODFELTER, P362","HUNAN","1932",NA,"2ND CHINESE REVOLUTIONARY CIVIL WAR","CHINESE COMMUNISTS","CHINESE NATIONALISTS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P362",NA,NA
"Hundred Regiments Offensive1940","CHINA",39.450341,115.048087,"SHOWALTER, 2014, P841","HUNDRED REGIMENTS OFFENSIVE","1940",NA,"2ND SINO-JAPANESE WAR","JAPAN","CHINA",NA,NA,5,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P841; MODERN CHINESE WARFARE, BRUCE ELLEMAN, 2001, P207; FOR LOCATION AND SHAPEFILE - LYMAN P VAN SLYKE, THE BATTLE OF THE HUNDRED REGIMENTS: PROBLEMS OF COORDINATION AND CONTROL DURING THE SINO-JAPANESE WAR, MODE",NA,NA
"Hung Hoa1884","VIETNAM",21.2514311,105.2834737,"SHOWALTER, P722","HUNG HOA","1884",NA,"SINO-FRENCH WAR","FRANCE","VIETNAM, CHINA",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P722",NA,NA
"Hungahungatoroa1865","NEW ZEALAND",-38.7763671,177.4542098,"462","HUNGAHUNGATOROA","1865","['Kereopa', 'Patara']","2ND NEW ZEALAND WAR","UNITED KINGDOM, MAORI","HAUHAU",NA,NA,1,"LAND",NA,"NO","HTTPS://HISTORICPLACESAOTEAROA.ORG.NZ/ARCHAEOLOGICAL-MAPPING-OF-HISTORIC-HUNGAHUNGATOROA-PA-COMPLETE-HNZ-MEDIA-RELEASE-02-03-2017/","1",1
"Hungry Hill1855","UNITED STATES",44.667066,-122.8910669,"462","HUNGRY HILL","1855","['Indians', 'Oregon']","ROGUE RIVER WAR","DRAW",NA,"UNITED STATES","INDIANS",1,"LAND",NA,"NO",NA,NA,1
"Huningue1796-1797","FRANCE",47.593723,7.581459,"462","HUNINGUE","1796-1797","['French', 'Austria', 'French', 'Huningue', 'Ferino']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","HABSBURG EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Huningue1815","FRANCE",47.593723,7.581459,"462","HUNINGUE","1815","['French', 'Huningue', 'Swiss']","NAPOLEONIC WARS (100 DAYS)","HABSBURG EMPIRE","FRANCE",NA,NA,3,"LAND",NA,"NO",NA,NA,NA
"Hunts Gap1943","TUNISIA",36.7989032,9.3409088,"462","HUNTS GAP","1943","['Northern Africa', 'German', 'Tunisia']","WORLD WAR II","UNITED KINGDOM","GERMANY",NA,NA,1,"LAND",NA,"NO","HTTPS://WWW.ROYALHAMPSHIREREGIMENT.ORG/ABOUT-THE-MUSEUM/TIMELINE/BATTLE-SIDI-NSIR-TUNISIA-26TH-FEBRUARY-1943/",NA,NA
"Huon Peninsula1943","PAPUA NEW GUINEA",-43.139689,146.7147566,"462","HUON PENINSULA","1943","['Australians']","WORLD WAR II","AUSTRALIA, UNITED STATES","JAPAN",NA,NA,2,"LAND AND SEA",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P852. ONE AUSTRALIAN VS ONE JAPANESE DIVISION",NA,1
"Huoyi617","CHINA",37.0226911,111.8568885,"463","HUOYI","617","['Taiyuan', 'Huoyi']","RISE OF THE TANG DYNASTY","TANG DYNASTRY","SUI DYNASTY",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P175. FOR LOCATION, DAVID A GRAFF, THE BATTLE OF HUO-YI, ASIA MAJOR, 5(1):33-55",NA,NA
"Hurtgen Forest1944","GERMANY",50.7088227,6.3751123,"NA","HURTGEN FOREST","1944","['American', 'American', 'Germany']","WORLD WAR II","GERMANY","UNITED STATES",NA,NA,4,"LAND","HURT","NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P826; CLODFELTER, WARFARE AND ARMED CONFLICT, P481; FOR SHAPEFILE, WORLD WAR II MAP BY MAP, DK, P190",NA,NA
"Hydaspes-326","INDIA",32.6613784,73.3775471,"463","HYDASPES","-326","['India', 'Aornos', 'Indian', 'Jalalpur', 'Porus', 'Punjab']","CONQUESTS OF ALEXANDER THE GREAT","MACEDONIA","PORUS, ABISARES",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, P81",NA,NA
"Hyderabad, India1709","INDIA",17.385044,78.486671,"463","HYDERABAD, INDIA","1709","['India', 'the Mughal Empire', 'Muazim', 'Afghanistan', 'Muazim', 'Hyder-']","MUGHAL WARS OF SUCCESSION","MUGHAL EMPIRE","REBEL PRINCE KAMBAKSH",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Hyderabad, Pakistan1843","PAKISTAN",25.3835549,68.2968657,"463","HYDERABAD, PAKISTAN","1843","['Hyderabad', 'Pakistan', 'British', 'Pakistan', 'Hyderabad', 'Britain', 'Hyderabad', 'Dubba', 'Britain']","BRITISH CONQUEST OF SINDH","UNITED KINGDOM","SINDH",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF BATTLES, EGGENBERGER, P197",NA,NA
"Hyeres1795","FRANCE",42.8524959,6.1302103,"463","HYERES","1795","['French', 'Provence', 'French', 'French', 'Hotham']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","DRAW",NA,"UNITED KINGDOM","FRANCE",2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P101. 23 BRITISH VS 17 FRENCH WARSHIPS","1",NA
"Hyrcanian Rock588","IRAN",36.6822063,54.4699053,"463","HYRCANIAN ROCK","588","['Persian', 'Mesopotamia', 'Byzantines', 'Turkish', 'Persia', 'Turks', 'Hyrcanian']","BYZANTINE PERSIAN WAR","SASSANID PERSIA","TURKS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Hysiae-669","GREECE",37.4864162,22.5386452,"464","HYSIAE","-669","['Argos']","RISE OF ARGOS","ARGOS","SPARTA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"I-ch'ang1940","CHINA",30.7517396,111.1755438,"CLODFELTER, P365","SHAOYANG","1940",NA,"SINO-JAPANESE WAR","JAPAN","CHINA",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P365",NA,NA
"Ia Drang1965","VIETNAM",14.3564858,108.0116451,"465","IA DRANG","1965","['North Vietnamese', 'US', 'Pleiku', 'North Vietnamese']","VIETNAM WAR","UNITED STATES","VIET CONG",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF CONFLICT, SHOWALTER, 2014, P884; CLODFELTER, WARFARE AND ARMED CONFLICT, P673",NA,NA
"Ialomitsa1446","ROMANIA",44.5970598,26.6450136,"465","IALOMITSA","1446","['Turkish-', 'Hungarian', 'Hungarian', 'Wallachia', 'Ottoman', 'Turks', 'Tirgoviste']","TURKISH-HUNGARIAN WARS","HUNGARY","OTTOMAN EMPIRE, VLAD THE DEVIL",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Ibarra1823","ECUADOR",0.3471469,-78.1323648,"465","IBARRA","1823","['Ecuador', 'Pasto', 'Quito']","ECUADORIAN WAR OF INDEPENDENCE","ECUADORIAN REBELS","SPAIN",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P312",NA,NA
"Ibeka1877","SOUTH AFRICA",-32.296888,28.217736,"465","IBEKA","1877","['Krielis']","9TH CAPE FRONTIER WAR","UNITED KINGDOM","XHOSA",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Ibera-215","SPAIN",40.7925427,0.480923,"465","IBERA","-215","['Roman', 'Spain', 'Dertosa', 'Spanish', 'African']","2ND PUNIC WAR","ROME","CARTHAGE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Icamole1876","MEXICO",25.9142237,-100.7133092,"465","ICAMOLE","1876","['Mexico']","DIAZ REVOLT IN MEXICO","MEXICO","DIAZ REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ichigo1944","CHINA",33.858649,111.2614257,"466","ICHIGO","1944","['China', 'Japanese', 'China', 'French', 'Changsha', 'Hengyang', 'Guilin-Liuzhou']","WORLD WAR II","JAPAN","CHINA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ichinotani1184","JAPAN",34.664949,135.0586663,"466","ICHINOTANI","1184","[]","GEMPEI WAR","MINAMOTO","TAIRA MUNEMORI",NA,NA,2,"LAND",NA,"NO","THE GEMPEI WAR, 1180-85. THE GREAT SAMURAI CIVIL WAR, STEPHEN TURNBULL",NA,NA
"Idle617","UNITED KINGDOM",53.3264818,-0.9457598,"466","IDLE","617","['Welsh Kingdom', 'Northumbria', 'East Anglia', 'Nottinghamshire', 'Christian']","ANGLO SAXON TERRITORIAL WAR","EAST ANGLIA","NORTHUMBRIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Idstedt1850","GERMANY",54.5853865,9.5112712,"466","IDSTEDT","1850","['Danish', 'Danish']","1ST SCHLESWIG-HOLSTEIN WAR","DENMARK","DUCHY OF SCHLESWIG, DUCHY OF HOLSTEIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P651",NA,NA
"Ifni1957","MOROCCO",29.3701124,-10.1759285,"466","IFNI","1957","['Spanish', 'Spanish', 'Spanish', 'Spanish', 'Sidi', 'Morocco']","IFNI WAR","MOROCCO","SPAIN",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P552",NA,NA
"Igualada1809","SPAIN",41.5849177,1.612949,"466","IGUALADA","1809","['Napoleonic', 'Spanish', 'Igualada', 'Barcelona', 'Spanish']","NAPOLEONIC WARS (PENINSULA CAMPAIGN)","FRANCE","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Iguara1895","CUBA",22.2059045,-79.2479342,"466","IGUARA","1895","['Cuba', 'Spanish', 'Iguara', 'Spanish']","2ND CUBAN WAR OF INDEPENDENCE","SPAIN","CUBAN REVOLUTIONARIES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ihantala1944","FINLAND",63.2637777,25.2196056,"467","IHANTALA","1944","['Soviet', 'Finland', 'Finnish', 'Tali', 'Ihantala', 'Finns', 'Russian']","WORLD WAR II","FINLAND, GERMANY","USSR",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ile dAix1758","FRANCE",46.0256293,-1.2090153,"467","ILE DAIX","1758","['French', 'English', 'French']","SEVEN YEARS WAR","UNITED KINGDOM","FRANCE",NA,NA,NA,"SEA",NA,"NO",NA,NA,NA
"Ile de Groix1795","FRANCE",47.5412156,-3.5890997,"467","ILE DE GROIX","1795","['French', 'British', 'French', 'French']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","UNITED KINGDOM","FRANCE",NA,NA,2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P101. 14 BRITISH SHIPS OF THE LINE VS 11 FRENCH BATTLESHIPS AND 11 FRIGATES",NA,NA
"Ile de Re1627","FRANCE",46.2007311,-1.5480127,"467","ILE DE RE","1627","['French', 'Huguenots', 'England', 'Buckingham', 'La', 'Rochelle']","3RD HUGENOT REBELLION","FRANCE","ENGLAND",NA,NA,2,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P41",NA,NA
"Ilerda-49","SPAIN",41.6175899,0.6200146,"467","ILERDA","-49","['Spain', 'Tarragona', 'Italy', 'Gaul']","WARS OF THE 1ST TRIUMVIRATE","CAESAR","POMPEY",NA,NA,3,"LAND",NA,"NO","HUTCHINSON'S DICTIONARY OF ANCIENT AND MEDIEVAL WARFARE, ""ILERDA, BATTLE OF""",NA,NA
"Ilerda-78","SPAIN",41.6175899,0.6200146,"467","ILERDA","-78","['Spain', 'Spain', 'Ilerda', 'Manilius']","SERTORIAN WAR","SERTORIANS","LUCIUS MANILUS",NA,NA,2,"LAND",NA,"NO",NA,"1",NA
"Ilescas1936","SPAIN",40.1262812,-3.8489895,"467","ILESCAS","1936","['Spanish', 'Nationalist', 'Madrid', 'Toledo', 'Republican', 'Nationalist', 'Madrid']","SPANISH CIVIL WAR","SPANISH NATIONALISTS","SPANISH REPUBLICANS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ilha de Redencao1866","URUGUAY",-25.3763442,-57.6888369,"467","ILHA DE REDENCAO","1866","['Parana', 'Paraguay', 'Brazilians', 'Itapiru']","WAR OF THE TRIPLE ALLIANCE","BRAZIL","PARAGUAY",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P323",NA,NA
